codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-TO0927;TO0LS;Centro di documetazione della Fondazione Fitzcarraldo;Via Aosta 8;;10152;Torino;001272;Torino;PIEMONTE;001;45,0814686;7,6891287;+39 0115099247;+39 011503361;clelia.parvopasso@fitzcarraldo.it;http://www.fitzcarraldo.it
IT-TO0930;TO1DF;Biblioteca Comunale;piazza Roma San Lorenzo;San Lorenzo;10060;Angrogna;001011;Torino;PIEMONTE;001;44,8436902;7,2240301;;;;
IT-TO0931;TO1DU;Biblioteca civica;presso Presso Municipio;;10060;Rorà;001226;Torino;PIEMONTE;001;44,7931296;7,2001666;;;;
IT-TO0932;TO1DY;Biblioteca comunale;viale I Maggio 37;;10060;Villar Pellice;001306;Torino;PIEMONTE;001;44,808465;7,1576994;0121932712;;biblioteca@comunevillarpellice.it;http://www.comunevillarpellice.it/Home/ServiziDettagli/Serviziestrutture/tabid/23918/Default.aspx?ID
IT-TO0933;TO1R3;Biblioteca Comunale;via G. Carducci 4;;10060;Cercenasco;001071;Torino;PIEMONTE;001;44,861834;7,5010985;;;;
IT-TO0934;TO1XG;Biblioteca civica;via Roccaforte 1;Fraz. Roccaforte;10050;Chianocco;001076;Torino;PIEMONTE;001;45,147036;7,173411;+390122640172;+39 0122640172;bibliochianocco@libero.it;http://www.comune.chianocco.to.it/cultura-e-storia/biblioteca/
IT-TO0935;TO1R9;Biblioteca Comunale;via Vigone 1;;10060;Macello;001142;Torino;PIEMONTE;001;44,8506033;7,4029731;0121340301;;biblioteca@comune.macello.to.it;
IT-TO0936;TO1XE;Biblioteca civica;via Susa 19;;10050;Novalesa;001169;Torino;PIEMONTE;001;45,1789316;7,0163211;;;;
IT-TO0937;TO1RC;Biblioteca civica;via IV NOVEMBRE 5;;10060;Osasco;001173;Torino;PIEMONTE;001;44,85;7,34306;0121517738;+39 0121.541548;biblioteca@comune.osasco.to.it;http://www.comune.osasco.to.it/public/vivereosasco/biblioteca-comunale.asp
IT-TO0938;TO1RE;Biblioteca civica Dino Campana;via Roma 1;;10040;Rubiana;001229;Torino;PIEMONTE;001;45,1373783;7,3831606;0119358923;;biblioteca@comune.rubiana.to.it;
IT-TO0939;;Centro di documentazione del Centro UNESCO;viale MAESTRI DEL LAVORO 10;;10127;Torino;001272;Torino;PIEMONTE;001;45,0207373;7,6711905;0116965476;+39 0116936425;segreteria@centrounesco.to.it;www.centrounesco.to.it
IT-TO0946;TO15B;Biblioteca civica;via BIRAGO 6;;10060;Virle Piemonte;001310;Torino;PIEMONTE;001;44,8656503;7,5692359;0119739396;+39 0119739119;bibliotecavirle.piemonte@ruparpiemonte.it;
IT-TO0947;TO1RR;Biblioteca civica;piazza CINQUE MARTIRI 1;;10050;San Giorio di Susa;001245;Torino;PIEMONTE;001;45,1283087;7,1776542;0122647170;;comune.sangiorio@libero.it;http://www.comune.sangioriodisusa.to.it/sg_biblio.asp
IT-TO0948;TO1RS;Biblioteca comunale di Lusernetta;;;10060;Lusernetta;001140;Torino;PIEMONTE;001;44,8028993;7,2488432;;;;
IT-TO0954;UTOLC;Biblioteca Federata di Medicina - Polo Molinette;Corso Dogliotti 14;;10126;Torino;001272;Torino;PIEMONTE;001;45,0412499;7,6764155;+39 0116706669;+39 011 2361098;molinette.bfm@unito.it;
IT-TO0956;TO1RL;Biblioteca civica di Usseaux;via Conte Eugenio Brunetta 53;;10060;Usseaux;001281;Torino;PIEMONTE;001;45,04897;7,027863;+39012183909;+39 0121884443;biblio.usseaux@alpimedia.it;
IT-TO0960;TO1RJ;Biblioteca Comunale;piazza Vittorio Veneto 11;;10060;Garzigliana;001111;Torino;PIEMONTE;001;44,836748;7,374611;+390121341107;;anagrafe@comune.garzigliana.to.it;http://www.comune.garzigliana.to.it/index.php/biblioteca-comunale
IT-TO0961;TO1RW;Biblioteca comunale;Piazza della Libertà 1;;10050;Caprie;001055;Torino;PIEMONTE;001;45,1198518;7,3331481;+39 0121322322;;;
IT-TO0962;BCTUJ;Biblioteca del Centro di documentazione storica;Via Verolengo 212;;10149;Torino;001272;Torino;PIEMONTE;001;45,0952405;7,649595999999974;+39 01101131619;;cds5@comune.torino.it;http://www.comune.torino.it/circ5/cm/pages/ServeBLOB.php/L/IT/IDPagina/91
IT-TO0963;;Biblioteca - Centro di documentazione Franco Basaglia;via S. DOMENICO 28;;10122;Torino;001272;Torino;PIEMONTE;001;45,0760637;7,6765039;0114310518;+39 0114319742;casabordino@casabordino.it;www.casabordino.org
IT-TO0964;TO0UP;Biblioteca del Centro studi cristiano - islamici F. Peirone;Via Mercanti, 10;;10122;Torino;001272;Torino;PIEMONTE;001;45,0714096;7,68080880000002;+39 011.5612261;+39 011.5635015;info@centro-peirone.it;http://www.centro-peirone.it
IT-TO0965;TO1RX;Biblioteca del Liceo scientifico Maria Curie;via DEI ROCHIS 12;;10064;Pinerolo;001191;Torino;PIEMONTE;001;44,8897088;7,346539;0121393145;;tops070007@istruzione.it;http://www.curiepinerolo.gov.it/
IT-TO0966;TO0UQ;"Biblioteca della Fondazione centro conservazione e restauro ""La Venaria Reale""";via XX SETTEMBRE 18;;10078;Venaria Reale;001292;Torino;PIEMONTE;001;45,13348;7,62671;0114993057;;biblio@centrorestaurovenaria.it;http://www.centrorestaurovenaria.it/it/aree/documentazione/biblio
IT-TO0971;UTO50;Biblioteca A. Rosmini - Corsi di Laurea delle Professioni sanitarie - Azienda Ospedaliera Universitaria Città della Salute e della Scienza di Torino - Università degli Studi di Torino;Via Rosmini 4/a;;10126;Torino;001272;Torino;PIEMONTE;001;45,0490013;7,6718725;+39 0116708102;+39 0116708141;fcl-med-bib4@unito.it;http://www.lsmolinette.unito.it/biblioteca/biblioteca.htm
IT-TO0973;TO1RY;Biblioteca comunale;via S. Germano 5;;10060;Campiglione Fenile;001049;Torino;PIEMONTE;001;44,8014231;7,3251075;+390121590590;;;
IT-TO0975;TO0UE;Biblioteca Fondazione Mario Merz;Via Limone, 24;;10141;Torino;001272;Torino;PIEMONTE;001;45,0620726;7,642833699999983;+39 01119719437;+39 01119719805;biblioteca@fondazionemerz.org;http://fondazionemerz.org
IT-TO0976;MIL19;Biblioteca scolastica liceo statale Augusto Monti;Via Montessorri, 2;;10023;Chieri;001078;Torino;PIEMONTE;001;45,0128817;7,8360232;+39 0119422004;;tops18000p@istruzione.it;
IT-TO0977;;Biblioteca scolastica Vincenzo Russo;via Montessorri 4;;10023;Chieri;001078;Torino;PIEMONTE;001;45,0120188;7,8364705;0119472734;;tois02800b@istruzione.it;http://try.istitutovittone.it/jml/
IT-TO0978;;Biblioteca scolastica del Liceo scientifico statale Piero Gobetti;via Maria Vittoria 39;;10123;Torino;001272;Torino;PIEMONTE;001;45,0611747;7,709888;;;;http://www.lsgobettitorino.gov.it/web/home/2014-11-07-13-32-31
IT-TO0979;TO1X1;Biblioteca del Museo del Gusto;via PRINCIPE AMEDEO 42/A;;10060;Frossasco;001110;Torino;PIEMONTE;001;44,9340252;7,3495306;0121352398;;info@museodelgusto.it;http://www.museodelgusto.it/
IT-TO0981;;Centro di documentazione didattica;Via Garibaldi 14;;10080;Vistrorio;001312;Torino;PIEMONTE;001;45,4410734;7,7690308;;;;
IT-TO0984;TO1X3;Biblioteca civica;via ROMA 4;;15050;Mattie;001147;Torino;PIEMONTE;001;45,1187672;7,1139466;012238124;;bibloteca.mattie@hotmail.it;http://www.comune.mattie.to.it/category/biblioteca/
IT-TO0986;TO0NB;Biblioteca storica del Liceo classico Cesare Balbo;via MONTESSORI 2;;10023;Chieri;001078;Torino;PIEMONTE;001;45,0127949;7,8360378;0119422004;+39 0119413124;tops18000p@istruzione.it;http://www.liceomonti.it/
IT-TO0990;BCTTW;Biblioteca del Centro interculturale della città di Torino;corso Taranto 160;;10154;Torino;001272;Torino;PIEMONTE;001;45,0962314;7,71077660000003;+3901101129721;+39 01101129729;valeria.oliva@comune.torino.it;http://www.interculturatorino.it/
IT-TO0995;BCTT1;Punto di lettura Mausoleo della Bela Rosin;strada Castello di Mirafiori 148;;10135;Torino;001272;Torino;PIEMONTE;001;45,0105827748558;7,63760496085206;01101129836/55/58/63;;mausoleo.belarosin@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/mausoleo.shtml
IT-TO0996;BCTT2;Punto di lettura Bibliovirle;via VIRLE A 21;;10138;Torino;001272;Torino;PIEMONTE;001;45,06721;7,65210999999999;0113199790;;;
IT-TO0997;BCTT4;"Biblioteca ""Shahrazàd"" dell'Istituto comprensivo Manzoni";via CORSO MARCONI 28;;10125;Torino;001272;Torino;PIEMONTE;001;45,0553418;7,6812326;0116699446;;TOIC81900COMO@ISTRUZIONE.IT;www.toicmanzoni.gov.it
IT-TO0999;BCTT5;Biblioteca civica Rita Atria;strada San Mauro 26;;10156;Torino;001272;Torino;PIEMONTE;001;45,0996293;7,72606840000003;01101129170;;biblioteca.ritaatria@comune.torino.it;
IT-TO1006;PBEM6;Biblioteca dell'Istituto Suore di San Giuseppe;via G. Giolitti, 29-31;;10123;Torino;001272;Torino;PIEMONTE;001;45,0642783;7,6897699;+39 011.8122590;;biblioteca.ssg@libero.it;http://www.istitutosuoredisangiuseppe.it
IT-TO1007;BCTTR;Punto di lettura e prestito Cartiera;via Fossano 8;;10144;Torino;001272;Torino;PIEMONTE;001;45,0853839;7,66193380000004;3294674357;;ilmangialibro.cartiera@gmail.com;http://www.cartiera.org/biblioteca
IT-TO1011;PBEM7;Biblioteca Provinciale Lasalliana;Strada comunale S. Margherita, 132;;10131;Torino;001272;Torino;PIEMONTE;001;45,0565027;7,7072275;+39 011.8132901;+39 011.81329504;gabriele.pomatto@gmail.com;
IT-TO1012;TO0YA;Biblioteca del Ce.Se.Di. della Città Metropolitana di Torino;via GAUDENZIO FERRARI 1;;10124;Torino;001272;Torino;PIEMONTE;001;45,069864;7,6919198;0118613605;;marco.crosio@cittametropolitana.torino.it;http://www.cittametropolitana.torino.it/istruzione/cesedi/
IT-TO1015;TO11L;Biblioteca civica;via Ripa Nuova 1;;10040;Lombardore;001135;Torino;PIEMONTE;001;45,2359975;7,7389249;+390119956101;+39 0119956036;biblioteca@comune.lombardore.to.it;www.comune.lombardore.to.it
IT-TO1016;BCTT7;Biblioteca civica Natalia Ginzburg;via CESARE LOMBROSO 16;;10125;Torino;001272;Torino;PIEMONTE;001;45,056232137372;7,68278126627047;01101137672;;biblioteca.ginzburg@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/ginzburg.shtml
IT-TO1019;TO0YO;Biblioteca del Centro di Ricerche sulla Libera Muratoria - CRSL-M;Piazza Vittorio Veneto, 19;;10124;Torino;001272;Torino;PIEMONTE;001;45,0648333;7,6963587;+39 0118177867;+39 0118125722;info@crsl-m.org;http://www.crsl-m.org/index.php
IT-TO1020;UTOYP;Biblioteca Rete italiana di cultura popolare;Via del Carmine 14;;10122;Torino;001272;Torino;PIEMONTE;001;45,0762809;7,67466060000004;+39 3935766183;;biblioteca@reteitalianaculturapopolare.org;www.reteitalianaculturapopolare.org
IT-TO1021;TO1R1;Biblioteca del Liceo classico Norberto Rosa di Susa;piazza Savoia 19;;10059;Susa;001270;Torino;PIEMONTE;001;45,1376229;7,04435169999999;0122623038;;a.masino@liceonorbertorosa.edu.it;www.liceonorbertorosa.edu.it
IT-TO1022;TO1R2;Biblioteca del Liceo scientifico Norberto Rosa di Bussoleno;piazza Cavalieri di Vittorio Veneto 5;;10053;Bussoleno;001044;Torino;PIEMONTE;001;45,1362496199752;7,15015023359069;0122641838;+39 0122641838;a.masino@liceonorbertorosa.edu.it;www.liceonorbertorosa.edu.it
IT-TO1203;UTOBB;Biblioteca Norberto Bobbio dell'Università degli Studi di Torino;Lungo Dora Siena, 100A;;10153;Torino;001272;Torino;PIEMONTE;001;45,0746826;7,70149660000004;;;biblioteca.bobbio@unito.it;
IT-TO1204;BCTT8;Biblioteca della Scuola Holden;piazza BORGO DORA 49;;10152;Torino;001272;Torino;PIEMONTE;001;45,0814113986575;7,68356274732969;0116632812;;biblioteca@scuolaholden.it;http://www.scuolaholden.it/biblioteca/
IT-TO1205;TO13A;Biblioteca civica;via REGINA ELENA 1;;10020;Andezeno;001009;Torino;PIEMONTE;001;45,0397307;7,86656140000002;0119434646;;biblioteca@comune.andezeno.to.it;www.comune.andezeno.to.it
IT-TO1216;TO15R;Biblioteca di Revigliasco;via Beria 28;Revigliasco;10024;Moncalieri;001156;Torino;PIEMONTE;001;45,0181894;7,73627160000001;+390118133649;;bibl.revigliasco@libero.it;http://www.prolocorevigliasco.it/biblioteca-revigliasco
IT-TO1217;BCTCP;CENTRO DI DOCUMENTAZIONE E BIBLIOTECA PEDAGOGICA;corso FRANCIA 285;;10139;Torino;001272;Torino;PIEMONTE;001;45,0746435592754;7,62644947116394;01101139218;;documentazione.memoria@comune.torino.it;http://www.comune.torino.it/centromultimediale/01_biblioteca.htm
IT-TO1218;TO14S;Biblioteca civica;via Piave 4;;10040;San Gillio;001243;Torino;PIEMONTE;001;45,140983;7,53167899999994;+390119840627;+39 0119840757;biblioteca@comune.sangillio.to.it;http://www.comune.sangillio.to.it/Cultura_Istruzione.asp?idpagina=8
IT-TO1222;UTOAR;Biblioteca dell'Archivio Storico dell'Università degli studi di Torino;via G. VERDI 8;;10124;Torino;001272;Torino;PIEMONTE;001;45,0696032;7,68900859999997;0116704882;;archivio.storico@unito.it;http://www.archiviostorico.unito.it/it?
IT-TO1223;TO093;Biblioteca dell'Istituto Suore Francescane Missionarie di Susa;via Palazzo di Città, 85;;10059;Susa;001270;Torino;PIEMONTE;001;45,1355878;7,04523089999998;+39 0122.622030;;sfrancmis@gmail.com;
IT-TO1230;BCTCM;Biblioteca e Centro di Documentazione Maurice GLBTQ;Via Stampatori 10;;10122;Torino;001272;Torino;PIEMONTE;001;45,0723779752648;7,67830498406147;+39 01119765594;;info@mauriceglbt.org;http://www.mauriceglbt.org/biblioteca-e-documentazione-maurice-glbtq/
IT-TO1231;BCTUN;Biblioteca del Circolo Unicredit di Torino;Via Nizza 150;;10126;Torino;001272;Torino;PIEMONTE;001;45,0398995;7,66992149999999;+39 01119411081;;biblioteca@craltounicredit.it;http://www.craltounicredit.it
IT-TO1232;TO13M;Biblioteca civica Leo Chiosso;Via Umberto I, 16;;10040;Pralormo;001203;Torino;PIEMONTE;001;44,8616394;7,90030100000001;+39 0119481103;+39 0119481723;turismo@comune.pralormo.to.it;http://www.comune.pralormo.to.it/it-it/servizi/vivere-il-tempo-libero-e-la-cultura-c/
IT-TO1233;;La Bi(m)blioteca - Scuola primaria Roberto D'Azeglio;Via Santorre di Santarosa 11;;10131;Torino;001272;Torino;PIEMONTE;001;45,0624801;7,70157229999995;+39 0118192681;+39 0118192681;segreteria.dd.dazeglio@gmail.com;http://www.scuolarobertodazeglio.gov.it
IT-TO1234;;La Bi(m)blioteca - Scuola primaria Don Giovanni Bosco;Via Manara 10;;10131;Torino;001272;Torino;PIEMONTE;001;45,0561319;7,69381180000005;+39 0116601900;;segreteria.dd.dazeglio@gmail.com;http://www.scuolarobertodazeglio.gov.it
IT-TO1235;;La Bi(m)blioteca - Scuola dell'infanzia Villa Genero;Strada Santa Margherita 77;;10131;Torino;001272;Torino;PIEMONTE;001;45,0561172;7,70933390000005;+39 0118193236;;segreteria.dd.dazeglio@gmail.com;http://www.scuolarobertodazeglio.gov.it
IT-TO1236;UTO63;Bibllioteca della Fondazione 1563 per l'Arte e la Cultura;Piazza Bernini 5;;10138;Torino;001272;Torino;PIEMONTE;001;45,0753581059936;7,65648967539369;+39 0114401409;+39 0114401450;;http://archiviostorico.fondazione1563.it/
IT-TO1237;TO11J;Biblioteca dell'Istituto Comprensivo Settimo 3;Via Salvador Allende 1;;10036;Settimo Torinese;001265;Torino;PIEMONTE;001;45,1370016;7,75804909999999;+39 0118211152;;toic8bb008@istruzione.it;http://www.icsettimo3.gov.it/
IT-TO1238;TO11K;Biblioteca dell'Istituto Comprensivo di Gassino Torinese;Via L. Borione 5;;10090;Gassino Torinese;001112;Torino;PIEMONTE;001;45,1252347;7,82282550000002;+39 0119606285;;toic851008@istruzione.it;https://www.icgassino.eu/pvw/app/TOME0013/pvw_sito.php
IT-TO1239;BCTGR;Biblioteca sarda Gramsci;Via Musinè 5;;10145;Torino;001272;Torino;PIEMONTE;001;45,08103;7,653500000000008;+39 011740227;;info@associazionegramsci.it;http://associazionegramsci.org/
IT-TO1240;BCTUT;Punto di servizio bibliotecario I ragazzi e le ragazze di Utoya;Via Zumaglia 39;;10145;Torino;001272;Torino;PIEMONTE;001;45,0801738;7,643690300000003;+39 01101128485;;puntobibliotecario.utoya@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/utoya.shtml
IT-TO1241;TO1AC;Biblioteca del Liceo Valdese;Via Beckwith 1;;10066;Torre Pellice;001275;Torino;PIEMONTE;001;44,8204879;7,219808300000068;+39 012191260;;presidecollegio@chiesavaldese.org;http://www.collegiovaldese.org/
IT-TO1242;BCTLA;Biblioteche delle donne di Làadan;Via Vanchiglia 3;;10124;Torino;001272;Torino;PIEMONTE;001;45,0661759;7,6960900000000265;+39 0118122519;;bibliotechelaadan@gmail.com;http://www.laadan.it
IT-TO1243;TO1S2;"Biblioteca dell'Istituto d'Istruzione Superiore ""Galileo Ferraris""";Via Don Carlo Gnocchi 2/A;;10036;Settimo Torinese;001265;Torino;PIEMONTE;001;45,14114499999999;7,760500999999977;+39 0118968745;;TOIS01900L@istruzione.it;https://www.iis-ferraris.gov.it/
IT-TO1244;TO12L;Biblioteca pubblica San Luigi Gonzaga;Regione Gonzole, 10;;10143;Orbassano;001171;Torino;PIEMONTE;001;45,028486;7,559387700000002;+39 0119026212;;bibliosanluigi@gmail.com;
IT-TO1246;;Biblioteca comunale;Piazza Don Amerano, 1;;10072;Mappano;001316;Torino;PIEMONTE;001;45,14707;7,70704;+39 0119910036;;biblio.mappano@gmail.com;http://www.comune.mappano.to.it/
IT-TO1247;TO1S4;Biblioteca scolastica dell'Istituto Comprensivo Settimo 1;Via Buonarroti, 8;;10036;Settimo Torinese;001265;Torino;PIEMONTE;001;45,1390929;7,7734904;+39 0118028630;;toic8a900c@istruzione.it;https://www.icsettimo1.edu.it/
IT-TO1248;TO1S3;Biblioteca scolastica dell'Istituto di Istruzione Superiore 8 Marzo;Via Leini, 54;;10036;Settimo Torinese;001265;Torino;PIEMONTE;001;45,1407518;7,758918800000001;+39 0118006563;;tois031007@istruzione.it;https://www.istituto8marzo.edu.it/
IT-TO1249;TO1LP;"Biblioteca del Liceo Statale ""G.F. Porporato""";Via Brignone, 2;;10006;Pinerolo;001191;Torino;PIEMONTE;001;44,88701409999999;7,335444799999999;+39 0121795064;+39 0121795059;liceoporporato@tiscali.it;www.liceoporporato.edu.it
IT-TP0001;TPSAL;Biblioteca civica Sebastiano Bagolino;Piazza Ciullo;;91011;Alcamo;081001;Trapani;SICILIA;081;37,9796205079874;12,9647115312134;+39 0924.590287;+39 0924.590288;alcamosbr@gmail.com;http://www.comune.alcamo.tp.it/in-citta/biblioteche.html
IT-TP0005;TPSCM;Biblioteca comunale;piazza GARIBALDI 12;;91021;Campobello di Mazara;081004;Trapani;SICILIA;081;37,633297;12,746945;092447533;;campobellodimazarasbr@gmail.com;http://37.207.232.67/servizi/servizi-al-turismo-e-alla-cultura/biblioteca
IT-TP0007;TPSCS;Biblioteca comunale;via SCURATI;;91015;Custonaci;081007;Trapani;SICILIA;081;38,0705974;12,6869364;+390923971495;;;www.comunecustonaci.it
IT-TP0008;TPSER;Biblioteca comunale Vito Carvini;Piazza della Loggia 1;;91016;Erice;081008;Trapani;SICILIA;081;38,0382481;12,58709650000003;+39 0923869258;;biblioteca@comune.erice.tp.it;https://www.comune.erice.tp.it/it
IT-TP0009;TPSGI;Biblioteca comunale;Viale Segesta;;91024;Gibellina;081010;Trapani;SICILIA;081;37,8126642;12,8754363;+39 0924674446;+39 092467428;;
IT-TP0010;TPSMS;Biblioteca comunale Salvatore Struppa;via XI maggio;;91025;Marsala;081011;Trapani;SICILIA;081;37,801065;12,432045;0923956939;+39 0923953390;;
IT-TP0011;PBEH6;Biblioteca del Seminario vescovile;Piazza della Repubblica, 16;;91026;Mazara del Vallo;081012;Trapani;SICILIA;081;37,6517089;12,5899086;+39 0923.933330;;bce.diocesimazara@gmail.com;
IT-TP0012;TPSMV;Biblioteca comunale;Via S. Michele;;91026;Mazara del Vallo;081012;Trapani;SICILIA;081;37,6535532;12,590786699999967;+39 0923940266;;biblioteca@comune.mazaradelvallo.tp.it;www.comune.mazaradelvallo.tp.it
IT-TP0013;TPSPC;Biblioteca comunale;via Agate 46;;91027;Paceco;081013;Trapani;SICILIA;081;37,9816218;12,5617855;0923881991;+39 0923883512;;
IT-TP0015;TPSPN;Biblioteca comunale;via del Popolo;;91028;Partanna;081015;Trapani;SICILIA;081;37,7211357;12,8905332;092449258;+39 092488266;;
IT-TP0016;TPSPG;Biblioteca comunale Arciprete Nunzio Caronna;corso UMBERTO I;;91020;Poggioreale;081016;Trapani;SICILIA;081;37,7632908;13,0366219;092475642;;comunepoggioreale@pec.it;www.poggioreale.tp-net.it
IT-TP0019;TPSSL;Biblioteca comunale Simone Corleo;piazza I. Lampiasi 1;;91018;Salemi;081018;Trapani;SICILIA;081;37,816856;12,8012859;+390924;;biblioteca@cittadisalemi.it;www.salemi.gov.it
IT-TP0021;;Biblioteca dell'Archivio di Stato di Trapani;Piazzetta Sant'Anna 22;;91100;Trapani;081021;Trapani;SICILIA;081;38,0170215918336;12,5030039208668;+39 0923546355;+39 0923872937;as-tp@beniculturali.it;http://www.archiviodistatotrapani.beniculturali.it/index.php?it/1/home
IT-TP0022;TPSBF;Biblioteca Fardelliana;Largo S. Giacomo 18;;91100;Trapani;081021;Trapani;SICILIA;081;38,01452;12,51067999999998;+39 092321506;;amministrazione.fardelliana@bibliotecafardelliana.it;http://www.bibliotecafardelliana.it/
IT-TP0029;;Biblioteca del Polo territoriale universitario di Trapani. Università degli studi di Palermo;Lungomare Dante Alighieri;Casa Santa;91016;Erice;081008;Trapani;SICILIA;081;38,0341101200766;12,5341707414948;+39 0923569042;;biblioteca.polotrapani@unipa.it;http://www.unipa.it/Biblioteca-del-Polo-Territoriale-Universitario-della-Provincia-di-Trapani/
